year,department,sex,age_group,value
2018,52,All,30-34,9076
2018,52,All,35-39,9550
2018,52,All,40-44,9807
2018,52,All,45-49,11413
2018,52,All,50-54,12299
2018,52,All,55-59,12820
2018,52,All,60-64,12668
2018,52,All,65-69,12563
2018,52,All,70-74,9403
2018,52,All,75-79,6896
2018,52,All,80-84,6188
2018,52,All,85-89,4498
2018,52,All,90-94,2158
2018,52,All,95+,589
2018,52,All,Total,174069
2018,53,All,0-4,16693
2018,53,All,5-9,20083
2018,53,All,10-14,21109
2018,53,All,15-19,19195
2018,53,All,20-24,14151
2018,53,All,25-29,14718
2018,53,All,30-34,16264
2018,53,All,35-39,18206
2018,53,All,40-44,18683
2018,53,All,45-49,20782
2018,53,All,50-54,20489
2018,53,All,55-59,20182
2018,53,All,60-64,19405
2018,53,All,65-69,19106
2018,53,All,70-74,14117
2018,53,All,75-79,10412
2018,53,All,80-84,10526
2018,53,All,85-89,7687
2018,53,All,90-94,4004
2018,53,All,95+,1272
2018,53,All,Total,307084
2018,54,All,0-4,38763
2018,54,All,5-9,43421
2018,54,All,10-14,42803
2018,54,All,15-19,49648
2018,54,All,20-24,50649
2018,54,All,25-29,44597
2018,54,All,30-34,45126
2018,54,All,35-39,46188
2018,54,All,40-44,44149
2018,54,All,45-49,48143
2018,54,All,50-54,47219
2018,54,All,55-59,47341
2018,54,All,60-64,45276
2018,54,All,65-69,42653
2018,54,All,70-74,31167
2018,54,All,75-79,22695
2018,54,All,80-84,20659
2018,54,All,85-89,14871
2018,54,All,90-94,6450
2018,54,All,95+,1651
2018,54,All,Total,733469
2018,55,All,0-4,9288
2018,55,All,5-9,10833
2018,55,All,10-14,11390
2018,55,All,15-19,10858
2018,55,All,20-24,8097
2018,55,All,25-29,9548
2018,55,All,30-34,10520
2018,55,All,35-39,10589
2018,55,All,40-44,11125
2018,55,All,45-49,12265
2018,55,All,50-54,12889
2018,55,All,55-59,13281
2018,55,All,60-64,13313
2018,55,All,65-69,12955
2018,55,All,70-74,9133
2018,55,All,75-79,6292
2018,55,All,80-84,6065
2018,55,All,85-89,4401
2018,55,All,90-94,1989
2018,55,All,95+,524
2018,55,All,Total,185355
2018,56,All,0-4,36675
2018,56,All,5-9,44177
2018,56,All,10-14,46256
2018,56,All,15-19,43041
2018,56,All,20-24,32164
2018,56,All,25-29,32930
2018,56,All,30-34,38939
2018,56,All,35-39,43643
2018,56,All,40-44,45754
2018,56,All,45-49,51623
2018,56,All,50-54,51513
2018,56,All,55-59,52900
2018,56,All,60-64,53729
2018,56,All,65-69,55068
2018,56,All,70-74,42126
2018,56,All,75-79,28688
2018,56,All,80-84,26869
2018,56,All,85-89,18144
2018,56,All,90-94,8254
2018,56,All,95+,2374
2018,56,All,Total,754867
2018,57,All,0-4,55452
2018,57,All,5-9,60524
2018,57,All,10-14,60466
2018,57,All,15-19,59300
2018,57,All,20-24,54082
2018,57,All,25-29,61341
2018,57,All,30-34,66133
2018,57,All,35-39,67859
2018,57,All,40-44,64083
2018,57,All,45-49,72079
2018,57,All,50-54,75625
2018,57,All,55-59,74846
2018,57,All,60-64,70417
2018,57,All,65-69,63224
2018,57,All,70-74,42585
2018,57,All,75-79,36092
2018,57,All,80-84,29637
2018,57,All,85-89,19967
2018,57,All,90-94,7840
2018,57,All,95+,1972
2018,57,All,Total,1043524
2018,58,All,0-4,8633
2018,58,All,5-9,10065
2018,58,All,10-14,11016
2018,58,All,15-19,10684
2018,58,All,20-24,8147
2018,58,All,25-29,8554
2018,58,All,30-34,9438
2018,58,All,35-39,10359
2018,58,All,40-44,11239
2018,58,All,45-49,12832
2018,58,All,50-54,14013
2018,58,All,55-59,14925
2018,58,All,60-64,16446
2018,58,All,65-69,17245
2018,58,All,70-74,13060
2018,58,All,75-79,9735
2018,58,All,80-84,8923
2018,58,All,85-89,6316
2018,58,All,90-94,3212
2018,58,All,95+,986
2018,58,All,Total,205828
2018,59,All,0-4,163841
2018,59,All,5-9,175477
2018,59,All,10-14,172297
2018,59,All,15-19,181056
2018,59,All,20-24,173254
2018,59,All,25-29,163475
2018,59,All,30-34,166986
2018,59,All,35-39,169562
2018,59,All,40-44,163969
2018,59,All,45-49,168153
2018,59,All,50-54,164623
2018,59,All,55-59,158511
2018,59,All,60-64,149311
2018,59,All,65-69,140026
2018,59,All,70-74,101562
2018,59,All,75-79,66028
2018,59,All,80-84,60941
2018,59,All,85-89,43430
2018,59,All,90-94,18952
2018,59,All,95+,4780
2018,59,All,Total,2606234
2018,60,All,0-4,51950
2018,60,All,5-9,57335
2018,60,All,10-14,57284
2018,60,All,15-19,51774
2018,60,All,20-24,42988
2018,60,All,25-29,47694
2018,60,All,30-34,52266
2018,60,All,35-39,54297
2018,60,All,40-44,55105
2018,60,All,45-49,58735
2018,60,All,50-54,57140
2018,60,All,55-59,53275
2018,60,All,60-64,48869
2018,60,All,65-69,46118
2018,60,All,70-74,32601
2018,60,All,75-79,21394
2018,60,All,80-84,18326
2018,60,All,85-89,12597
2018,60,All,90-94,5716
2018,60,All,95+,1689
2018,60,All,Total,827153
2018,61,All,0-4,13313
2018,61,All,5-9,16072
2018,61,All,10-14,16959
2018,61,All,15-19,16164
2018,61,All,20-24,12506
2018,61,All,25-29,12396
2018,61,All,30-34,13500
2018,61,All,35-39,15104
2018,61,All,40-44,15691
2018,61,All,45-49,18442
2018,61,All,50-54,19358
2018,61,All,55-59,19821
2018,61,All,60-64,20499
2018,61,All,65-69,20925
2018,61,All,70-74,15569
2018,61,All,75-79,11144
2018,61,All,80-84,11051
2018,61,All,85-89,7906
2018,61,All,90-94,4052
2018,61,All,95+,1121
2018,61,All,Total,281593
2018,62,All,0-4,86836
2018,62,All,5-9,98169
2018,62,All,10-14,98667
2018,62,All,15-19,95705
2018,62,All,20-24,77886
2018,62,All,25-29,81230
2018,62,All,30-34,89942
2018,62,All,35-39,92669
2018,62,All,40-44,91783
2018,62,All,45-49,98038
2018,62,All,50-54,96693
2018,62,All,55-59,95894
2018,62,All,60-64,92408
2018,62,All,65-69,89294
2018,62,All,70-74,62014
2018,62,All,75-79,40144
2018,62,All,80-84,37917
2018,62,All,85-89,26788
2018,62,All,90-94,11681
2018,62,All,95+,2985
2018,62,All,Total,1466743
2018,63,All,0-4,33521
2018,63,All,5-9,36904
2018,63,All,10-14,37794
2018,63,All,15-19,40649
2018,63,All,20-24,39741
2018,63,All,25-29,37052
2018,63,All,30-34,37962
2018,63,All,35-39,40269
2018,63,All,40-44,40592
2018,63,All,45-49,44572
2018,63,All,50-54,43701
2018,63,All,55-59,42970
2018,63,All,60-64,42572
2018,63,All,65-69,42618
2018,63,All,70-74,32838
2018,63,All,75-79,22576
2018,63,All,80-84,19661
2018,63,All,85-89,14274
2018,63,All,90-94,6774
2018,63,All,95+,2008
2018,63,All,Total,659048
2018,64,All,0-4,31995
2018,64,All,5-9,36783
2018,64,All,10-14,38393
2018,64,All,15-19,38143
2018,64,All,20-24,31096
2018,64,All,25-29,33913
2018,64,All,30-34,37406
2018,64,All,35-39,41463
2018,64,All,40-44,41611
2018,64,All,45-49,47574
2018,64,All,50-54,48180
2018,64,All,55-59,46824
2018,64,All,60-64,45033
2018,64,All,65-69,45018
2018,64,All,70-74,35734
2018,64,All,75-79,27053
2018,64,All,80-84,24255
2018,64,All,85-89,17742
2018,64,All,90-94,8834
2018,64,All,95+,2760
2018,64,All,Total,679810
2018,65,All,0-4,9679
2018,65,All,5-9,11396
2018,65,All,10-14,12419
2018,65,All,15-19,13179
2018,65,All,20-24,9877
2018,65,All,25-29,10205
2018,65,All,30-34,10994
2018,65,All,35-39,12246
2018,65,All,40-44,12937
2018,65,All,45-49,15589
2018,65,All,50-54,16237
2018,65,All,55-59,16608
2018,65,All,60-64,17074
2018,65,All,65-69,17064
2018,65,All,70-74,13311
2018,65,All,75-79,9950
2018,65,All,80-84,8998
2018,65,All,85-89,6978
2018,65,All,90-94,3447
2018,65,All,95+,1003
2018,65,All,Total,229191
2018,66,All,0-4,23396
2018,66,All,5-9,27098
2018,66,All,10-14,27308
2018,66,All,15-19,26638
2018,66,All,20-24,21031
2018,66,All,25-29,21873
2018,66,All,30-34,24586
2018,66,All,35-39,26802
2018,66,All,40-44,27611
2018,66,All,45-49,31845
2018,66,All,50-54,32162
2018,66,All,55-59,31247
2018,66,All,60-64,31585
2018,66,All,65-69,34779
2018,66,All,70-74,29111
2018,66,All,75-79,20878
2018,66,All,80-84,17510
2018,66,All,85-89,12958
2018,66,All,90-94,6018
2018,66,All,95+,1921
2018,66,All,Total,476357
2018,67,All,0-4,61434
2018,67,All,5-9,65724
2018,67,All,10-14,65708
2018,67,All,15-19,71637
2018,67,All,20-24,72295
2018,67,All,25-29,71433
2018,67,All,30-34,70740
2018,67,All,35-39,72951
2018,67,All,40-44,70459
2018,67,All,45-49,79102
2018,67,All,50-54,80586
2018,67,All,55-59,75833
2018,67,All,60-64,70771
2018,67,All,65-69,64165
2018,67,All,70-74,43592
2018,67,All,75-79,36909
2018,67,All,80-84,29434
2018,67,All,85-89,19572
2018,67,All,90-94,8870
2018,67,All,95+,2337
2018,67,All,Total,1133552
2018,68,All,0-4,42177
2018,68,All,5-9,46637
2018,68,All,10-14,46692
2018,68,All,15-19,43928
2018,68,All,20-24,37578
2018,68,All,25-29,42795
2018,68,All,30-34,46184
2018,68,All,35-39,48269
2018,68,All,40-44,48586
2018,68,All,45-49,55440
2018,68,All,50-54,55690
2018,68,All,55-59,52674
2018,68,All,60-64,49733
2018,68,All,65-69,45939
2018,68,All,70-74,32288
2018,68,All,75-79,26493
2018,68,All,80-84,21434
2018,68,All,85-89,14648
2018,68,All,90-94,6128
2018,68,All,95+,1668
2018,68,All,Total,764981
2018,69,All,0-4,119406
2018,69,All,5-9,120248
2018,69,All,10-14,114203
2018,69,All,15-19,126454
2018,69,All,20-24,137838
2018,69,All,25-29,131198
2018,69,All,30-34,127841
2018,69,All,35-39,125350
2018,69,All,40-44,116916
2018,69,All,45-49,119041
2018,69,All,50-54,114518
2018,69,All,55-59,102419
2018,69,All,60-64,90933
2018,69,All,65-69,87320
2018,69,All,70-74,73218
2018,69,All,75-79,53023
2018,69,All,80-84,45460
2018,69,All,85-89,33270
2018,69,All,90-94,16048
2018,69,All,95+,4820
2018,69,All,Total,1859524
2018,70,All,0-4,11829
2018,70,All,5-9,13983
2018,70,All,10-14,15112
2018,70,All,15-19,13699
2018,70,All,20-24,9527
2018,70,All,25-29,10957
2018,70,All,30-34,12487
2018,70,All,35-39,13926
2018,70,All,40-44,14479
2018,70,All,45-49,16709
2018,70,All,50-54,16725
2018,70,All,55-59,16581
2018,70,All,60-64,16755
2018,70,All,65-69,16654
2018,70,All,70-74,12388
2018,70,All,75-79,8618
2018,70,All,80-84,7446
2018,70,All,85-89,5133
2018,70,All,90-94,2352
2018,70,All,95+,658
2018,70,All,Total,236018
2018,71,All,0-4,26688
2018,71,All,5-9,31223
2018,71,All,10-14,32419
2018,71,All,15-19,30194
2018,71,All,20-24,22154
2018,71,All,25-29,25309
2018,71,All,30-34,27980
2018,71,All,35-39,30649
2018,71,All,40-44,31916
2018,71,All,45-49,37088
2018,71,All,50-54,38303
2018,71,All,55-59,38686
2018,71,All,60-64,39325
2018,71,All,65-69,40176
2018,71,All,70-74,32042
2018,71,All,75-79,22846
2018,71,All,80-84,20391
2018,71,All,85-89,15012
2018,71,All,90-94,7513
2018,71,All,95+,2271
2018,71,All,Total,552185
2018,72,All,0-4,31170
2018,72,All,5-9,35488
2018,72,All,10-14,36911
2018,72,All,15-19,35723
2018,72,All,20-24,28598
2018,72,All,25-29,28131
2018,72,All,30-34,30335
2018,72,All,35-39,32677
2018,72,All,40-44,34673
2018,72,All,45-49,37867
2018,72,All,50-54,37728
2018,72,All,55-59,37048
2018,72,All,60-64,36692
2018,72,All,65-69,35995
2018,72,All,70-74,26967
2018,72,All,75-79,19630
2018,72,All,80-84,18462
2018,72,All,85-89,13502
2018,72,All,90-94,6376
2018,72,All,95+,1990
2018,72,All,Total,565963
2018,73,All,0-4,22946
2018,73,All,5-9,26083
2018,73,All,10-14,26720
2018,73,All,15-19,25335
2018,73,All,20-24,21503
2018,73,All,25-29,23404
2018,73,All,30-34,25615
2018,73,All,35-39,27897
2018,73,All,40-44,27626
2018,73,All,45-49,31471
2018,73,All,50-54,30671
2018,73,All,55-59,29095
2018,73,All,60-64,26918
2018,73,All,65-69,26236
2018,73,All,70-74,20415
2018,73,All,75-79,14787
2018,73,All,80-84,12438
2018,73,All,85-89,8905
2018,73,All,90-94,4332
2018,73,All,95+,1327
2018,73,All,Total,433724
2018,74,All,0-4,49748
2018,74,All,5-9,54008
2018,74,All,10-14,52805
2018,74,All,15-19,45671
2018,74,All,20-24,39376
2018,74,All,25-29,51528
2018,74,All,30-34,57524
2018,74,All,35-39,59808
2018,74,All,40-44,57571
2018,74,All,45-49,59836
2018,74,All,50-54,58242
2018,74,All,55-59,50169
2018,74,All,60-64,43230
2018,74,All,65-69,42024
2018,74,All,70-74,33311
2018,74,All,75-79,23082
2018,74,All,80-84,18476
2018,74,All,85-89,12526
2018,74,All,90-94,6050
2018,74,All,95+,1714
2018,74,All,Total,816699
2018,75,All,0-4,106798
2018,75,All,5-9,97863
2018,75,All,10-14,97694
2018,75,All,15-19,114907
2018,75,All,20-24,173510
2018,75,All,25-29,226530
2018,75,All,30-34,179729
2018,75,All,35-39,153669
2018,75,All,40-44,143136
2018,75,All,45-49,141500
2018,75,All,50-54,136288
2018,75,All,55-59,124685
2018,75,All,60-64,111852
2018,75,All,65-69,108941
2018,75,All,70-74,89058
2018,75,All,75-79,61856
2018,75,All,80-84,47476
2018,75,All,85-89,35224
2018,75,All,90-94,18629
2018,75,All,95+,6256
2018,75,All,Total,2175601
2018,76,All,0-4,72040
2018,76,All,5-9,78653
2018,76,All,10-14,78460
2018,76,All,15-19,81447
2018,76,All,20-24,74263
2018,76,All,25-29,73574
2018,76,All,30-34,76192
2018,76,All,35-39,76810
2018,76,All,40-44,74430
2018,76,All,45-49,82085
2018,76,All,50-54,81770
2018,76,All,55-59,81125
2018,76,All,60-64,78815
2018,76,All,65-69,75724
2018,76,All,70-74,56743
2018,76,All,75-79,38563
2018,76,All,80-84,35218
2018,76,All,85-89,24916
2018,76,All,90-94,11644
2018,76,All,95+,3411
2018,76,All,Total,1255883
2018,77,All,0-4,93786
2018,77,All,5-9,103144
2018,77,All,10-14,101102
2018,77,All,15-19,95011
2018,77,All,20-24,80807
2018,77,All,25-29,86476
2018,77,All,30-34,93016
2018,77,All,35-39,97981
2018,77,All,40-44,96610
2018,77,All,45-49,101629
2018,77,All,50-54,96001
2018,77,All,55-59,87768
2018,77,All,60-64,75751
2018,77,All,65-69,67236
2018,77,All,70-74,48425
2018,77,All,75-79,32386
2018,77,All,80-84,26483
2018,77,All,85-89,17966
2018,77,All,90-94,8219
2018,77,All,95+,2719
2018,77,All,Total,1412516
2018,78,All,0-4,93807
2018,78,All,5-9,100915
2018,78,All,10-14,100706
2018,78,All,15-19,93407
2018,78,All,20-24,78501
2018,78,All,25-29,82261
2018,78,All,30-34,88885
2018,78,All,35-39,96364
2018,78,All,40-44,101115
2018,78,All,45-49,103897
2018,78,All,50-54,99500
2018,78,All,55-59,90558
2018,78,All,60-64,76426
2018,78,All,65-69,69480
2018,78,All,70-74,55873
2018,78,All,75-79,40352
2018,78,All,80-84,33126
2018,78,All,85-89,22370
2018,78,All,90-94,10762
2018,78,All,95+,3093
2018,78,All,Total,1441398
2018,79,All,0-4,18629
2018,79,All,5-9,22829
2018,79,All,10-14,24152
2018,79,All,15-19,21029
2018,79,All,20-24,15524
2018,79,All,25-29,17472
2018,79,All,30-34,19786
2018,79,All,35-39,22094
2018,79,All,40-44,23365
2018,79,All,45-49,25806
2018,79,All,50-54,26072
2018,79,All,55-59,26098
2018,79,All,60-64,25432
2018,79,All,65-69,24866
2018,79,All,70-74,18637
2018,79,All,75-79,13819
2018,79,All,80-84,13265
2018,79,All,85-89,9591
2018,79,All,90-94,4876
2018,79,All,95+,1457
2018,79,All,Total,374799
2018,80,All,0-4,30682
2018,80,All,5-9,35018
2018,80,All,10-14,35602
2018,80,All,15-19,38804
2018,80,All,20-24,35583
2018,80,All,25-29,32035
2018,80,All,30-34,33420
2018,80,All,35-39,34444
2018,80,All,40-44,35140
2018,80,All,45-49,38533
2018,80,All,50-54,37437
2018,80,All,55-59,36073
2018,80,All,60-64,35831
2018,80,All,65-69,35402
2018,80,All,70-74,25851
2018,80,All,75-79,17292
2018,80,All,80-84,15692
2018,80,All,85-89,11043
2018,80,All,90-94,5206
2018,80,All,95+,1574
2018,80,All,Total,570662
2018,81,All,0-4,18789
2018,81,All,5-9,22542
2018,81,All,10-14,22964
2018,81,All,15-19,21855
2018,81,All,20-24,16825
2018,81,All,25-29,17035
2018,81,All,30-34,19211
2018,81,All,35-39,22486
2018,81,All,40-44,23413
2018,81,All,45-49,26499
2018,81,All,50-54,27283
2018,81,All,55-59,26834
2018,81,All,60-64,26549
2018,81,All,65-69,26668
2018,81,All,70-74,21191
2018,81,All,75-79,15221
2018,81,All,80-84,14633
2018,81,All,85-89,11433
2018,81,All,90-94,5470
2018,81,All,95+,1695
2018,81,All,Total,388596
2018,82,All,0-4,13894
2018,82,All,5-9,16884
2018,82,All,10-14,17386
2018,82,All,15-19,14744
2018,82,All,20-24,10501
2018,82,All,25-29,12341
2018,82,All,30-34,13834
2018,82,All,35-39,16195
2018,82,All,40-44,16930
2018,82,All,45-49,17921
2018,82,All,50-54,17816
2018,82,All,55-59,17193
2018,82,All,60-64,16649
2018,82,All,65-69,16724
2018,82,All,70-74,12794
2018,82,All,75-79,9029
2018,82,All,80-84,8123
2018,82,All,85-89,6169
2018,82,All,90-94,3075
2018,82,All,95+,922
2018,82,All,Total,259124
2018,83,All,0-4,51682
2018,83,All,5-9,57746
2018,83,All,10-14,58195
2018,83,All,15-19,57943
2018,83,All,20-24,46762
2018,83,All,25-29,51244
2018,83,All,30-34,57387
2018,83,All,35-39,61264
2018,83,All,40-44,62300
2018,83,All,45-49,71827
2018,83,All,50-54,73341
2018,83,All,55-59,70900
2018,83,All,60-64,71561
2018,83,All,65-69,75237
2018,83,All,70-74,67178
2018,83,All,75-79,48734
2018,83,All,80-84,39577
2018,83,All,85-89,27678
2018,83,All,90-94,12927
2018,83,All,95+,4214
2018,83,All,Total,1067697
2018,84,All,0-4,31823
2018,84,All,5-9,34519
2018,84,All,10-14,34958
2018,84,All,15-19,32202
2018,84,All,20-24,26602
2018,84,All,25-29,28904
2018,84,All,30-34,31120
2018,84,All,35-39,33555
2018,84,All,40-44,33315
2018,84,All,45-49,38159
2018,84,All,50-54,39105
2018,84,All,55-59,36996
2018,84,All,60-64,36105
2018,84,All,65-69,35835
2018,84,All,70-74,29298
2018,84,All,75-79,20762
2018,84,All,80-84,17052
2018,84,All,85-89,12185
2018,84,All,90-94,5664
2018,84,All,95+,1634
2018,84,All,Total,559793
2018,85,All,0-4,34616
2018,85,All,5-9,41818
2018,85,All,10-14,43925
2018,85,All,15-19,37094
2018,85,All,20-24,27486
2018,85,All,25-29,30747
2018,85,All,30-34,35794
2018,85,All,35-39,41515
2018,85,All,40-44,42496
2018,85,All,45-49,44863
2018,85,All,50-54,44430
2018,85,All,55-59,45090
2018,85,All,60-64,47318
2018,85,All,65-69,50262
2018,85,All,70-74,37673
2018,85,All,75-79,25913
2018,85,All,80-84,23342
2018,85,All,85-89,15786
2018,85,All,90-94,7694
2018,85,All,95+,2129
2018,85,All,Total,679991
2018,86,All,0-4,22149
2018,86,All,5-9,25329
2018,86,All,10-14,25752
2018,86,All,15-19,29804
2018,86,All,20-24,28352
2018,86,All,25-29,23466
2018,86,All,30-34,24067
2018,86,All,35-39,25410
2018,86,All,40-44,25831
2018,86,All,45-49,28269
2018,86,All,50-54,27744
2018,86,All,55-59,27881
2018,86,All,60-64,28689
2018,86,All,65-69,27384
2018,86,All,70-74,20589
2018,86,All,75-79,15045
2018,86,All,80-84,14091
2018,86,All,85-89,10646
2018,86,All,90-94,5370
2018,86,All,95+,1718
2018,86,All,Total,437586
2018,87,All,0-4,17640
2018,87,All,5-9,20180
2018,87,All,10-14,20095
2018,87,All,15-19,22613
2018,87,All,20-24,20691
2018,87,All,25-29,18536
2018,87,All,30-34,19248
2018,87,All,35-39,21022
2018,87,All,40-44,21902
2018,87,All,45-49,24635
2018,87,All,50-54,25016
2018,87,All,55-59,25014
2018,87,All,60-64,25187
2018,87,All,65-69,26617
2018,87,All,70-74,20422
2018,87,All,75-79,14148
2018,87,All,80-84,13261
2018,87,All,85-89,10203
2018,87,All,90-94,5162
2018,87,All,95+,1607
2018,87,All,Total,373199
2018,88,All,0-4,17278
2018,88,All,5-9,20456
2018,88,All,10-14,22072
2018,88,All,15-19,21183
2018,88,All,20-24,16284
2018,88,All,25-29,17299
2018,88,All,30-34,19096
2018,88,All,35-39,20704
2018,88,All,40-44,21362
2018,88,All,45-49,24840
2018,88,All,50-54,26276
2018,88,All,55-59,26529
2018,88,All,60-64,26286
2018,88,All,65-69,26545
2018,88,All,70-74,19408
2018,88,All,75-79,13448
2018,88,All,80-84,12566
2018,88,All,85-89,9111
2018,88,All,90-94,4141
2018,88,All,95+,1228
2018,88,All,Total,366112
2018,89,All,0-4,17227
2018,89,All,5-9,20109
2018,89,All,10-14,20882
2018,89,All,15-19,18748
2018,89,All,20-24,13216
2018,89,All,25-29,16210
2018,89,All,30-34,17823
2018,89,All,35-39,19342
2018,89,All,40-44,20161
2018,89,All,45-49,22828
2018,89,All,50-54,23082
2018,89,All,55-59,22985
2018,89,All,60-64,23808
2018,89,All,65-69,24768
2018,89,All,70-74,18080
2018,89,All,75-79,12645
2018,89,All,80-84,11578
2018,89,All,85-89,8421
2018,89,All,90-94,4228
2018,89,All,95+,1363
2018,89,All,Total,337504
2018,90,All,0-4,7738
2018,90,All,5-9,8654
2018,90,All,10-14,8942
2018,90,All,15-19,9194
2018,90,All,20-24,7882
2018,90,All,25-29,8295
2018,90,All,30-34,8504
2018,90,All,35-39,8754
2018,90,All,40-44,8803
2018,90,All,45-49,9745
2018,90,All,50-54,9666
2018,90,All,55-59,9239
2018,90,All,60-64,8695
2018,90,All,65-69,8456
2018,90,All,70-74,6274
2018,90,All,75-79,4564
2018,90,All,80-84,4076
2018,90,All,85-89,2737
2018,90,All,90-94,1258
2018,90,All,95+,376
2018,90,All,Total,141852
2018,91,All,0-4,88792
2018,91,All,5-9,92447
2018,91,All,10-14,88606
2018,91,All,15-19,86395
2018,91,All,20-24,79101
2018,91,All,25-29,82602
2018,91,All,30-34,85319
2018,91,All,35-39,87079
2018,91,All,40-44,88407
2018,91,All,45-49,90740
2018,91,All,50-54,87762
2018,91,All,55-59,79603
2018,91,All,60-64,65947
2018,91,All,65-69,58513
2018,91,All,70-74,45859
2018,91,All,75-79,32604
2018,91,All,80-84,27532
2018,91,All,85-89,18395
2018,91,All,90-94,8268
2018,91,All,95+,2670
2018,91,All,Total,1296641
2018,92,All,0-4,107705
2018,92,All,5-9,103491
2018,92,All,10-14,98553
2018,92,All,15-19,95144
2018,92,All,20-24,100268
2018,92,All,25-29,119126
2018,92,All,30-34,122239
2018,92,All,35-39,122116
2018,92,All,40-44,116695
2018,92,All,45-49,112280
2018,92,All,50-54,106259
2018,92,All,55-59,94524
2018,92,All,60-64,77635
2018,92,All,65-69,70632
2018,92,All,70-74,55504
2018,92,All,75-79,39446
2018,92,All,80-84,34450
2018,92,All,85-89,25234
2018,92,All,90-94,13232
2018,92,All,95+,4587
2018,92,All,Total,1619120
2018,93,All,0-4,131739
2018,93,All,5-9,125392
2018,93,All,10-14,114160
2018,93,All,15-19,105738
2018,93,All,20-24,104682
2018,93,All,25-29,118673
2018,93,All,30-34,124716
2018,93,All,35-39,124046
2018,93,All,40-44,113550
2018,93,All,45-49,107975
2018,93,All,50-54,101054
2018,93,All,55-59,90825
2018,93,All,60-64,77582
2018,93,All,65-69,64712
2018,93,All,70-74,44825
2018,93,All,75-79,30915
2018,93,All,80-84,25777
2018,93,All,85-89,16933
2018,93,All,90-94,7231
2018,93,All,95+,2152
2018,93,All,Total,1632677
2018,94,All,0-4,95786
2018,94,All,5-9,92307
2018,94,All,10-14,87079
2018,94,All,15-19,86567
2018,94,All,20-24,91113
2018,94,All,25-29,100082
2018,94,All,30-34,101759
2018,94,All,35-39,99984
2018,94,All,40-44,94956
2018,94,All,45-49,94646
2018,94,All,50-54,92087
2018,94,All,55-59,84511
2018,94,All,60-64,70835
2018,94,All,65-69,61282
2018,94,All,70-74,47000
2018,94,All,75-79,33389
2018,94,All,80-84,29177
2018,94,All,85-89,21220
2018,94,All,90-94,9970
2018,94,All,95+,3163
2018,94,All,Total,1396913
2018,95,All,0-4,91509
2018,95,All,5-9,93888
2018,95,All,10-14,88308
2018,95,All,15-19,82892
2018,95,All,20-24,75919
2018,95,All,25-29,79510
